"REF_DATE","GEO","DGUID","Household type including census family structure (11)","Household size (7)","Number of earners in household (6)","Ages of household members (18)","Household total income groups (22)","Year (2)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","145.1.1.1.7.1.1","28205","","","","0"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","145.1.1.1.7.1.2","26000","","","","0"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","145.1.1.1.7.22.1","76500","","","","0"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","145.1.1.1.7.22.2","67500","","","","0"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","145.1.1.1.13.1.1","28205","","","","0"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","145.1.1.1.13.1.2","26000","","","","0"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","145.1.1.1.13.22.1","76500","","","","0"
"2021","Courtenay (CA), B.C.","2021S0504943","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","145.1.1.1.13.22.2","67500","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","146.1.1.1.1.1.1","11380","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","146.1.1.1.1.1.2","10975","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","146.1.1.1.1.22.1","84000","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","146.1.1.1.1.22.2","78500","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","146.1.1.1.7.1.1","11380","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","146.1.1.1.7.1.2","10975","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","146.1.1.1.7.22.1","84000","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","146.1.1.1.7.22.2","78500","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","146.1.1.1.13.1.1","11380","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","146.1.1.1.13.1.2","10975","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","146.1.1.1.13.22.1","84000","","","","0"
"2021","Cranbrook (CA), B.C.","2021S0504905","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","146.1.1.1.13.22.2","78500","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","147.1.1.1.1.1.1","7540","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","147.1.1.1.1.1.2","7615","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","147.1.1.1.1.22.1","85000","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","147.1.1.1.1.22.2","92000","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","147.1.1.1.7.1.1","7540","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","147.1.1.1.7.1.2","7615","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","147.1.1.1.7.22.1","85000","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","147.1.1.1.7.22.2","92000","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","147.1.1.1.13.1.1","7540","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","147.1.1.1.13.1.2","7615","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","147.1.1.1.13.22.1","85000","","","","0"
"2021","Dawson Creek (CA), B.C.","2021S0504975","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","147.1.1.1.13.22.2","92000","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","148.1.1.1.1.1.1","20015","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","148.1.1.1.1.1.2","18745","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","148.1.1.1.1.22.1","75500","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","148.1.1.1.1.22.2","66000","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","148.1.1.1.7.1.1","20015","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","148.1.1.1.7.1.2","18745","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","148.1.1.1.7.22.1","75500","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","148.1.1.1.7.22.2","66000","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","148.1.1.1.13.1.1","20015","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","148.1.1.1.13.1.2","18745","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","148.1.1.1.13.22.1","75500","","","","0"
"2021","Duncan (CA), B.C.","2021S0504937","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","148.1.1.1.13.22.2","66000","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","149.1.1.1.1.1.1","11590","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","149.1.1.1.1.1.2","10965","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","149.1.1.1.1.22.1","106000","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","149.1.1.1.1.22.2","116000","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","149.1.1.1.7.1.1","11590","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","149.1.1.1.7.1.2","10965","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","149.1.1.1.7.22.1","106000","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","149.1.1.1.7.22.2","116000","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","149.1.1.1.13.1.1","11590","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","149.1.1.1.13.1.2","10965","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","149.1.1.1.13.22.1","106000","","","","0"
"2021","Fort St. John (CA), B.C.","2021S0504977","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","149.1.1.1.13.22.2","116000","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","150.1.1.1.1.1.1","47100","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","150.1.1.1.1.1.2","42855","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","150.1.1.1.1.22.1","87000","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","150.1.1.1.1.22.2","79500","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","150.1.1.1.7.1.1","47100","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","150.1.1.1.7.1.2","42855","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","150.1.1.1.7.22.1","87000","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","150.1.1.1.7.22.2","79500","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","150.1.1.1.13.1.1","47100","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","150.1.1.1.13.1.2","42855","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","150.1.1.1.13.22.1","87000","","","","0"
"2021","Kamloops (CMA), B.C.","2021S0503925","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","150.1.1.1.13.22.2","79500","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","151.1.1.1.1.1.1","94335","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","151.1.1.1.1.1.2","81385","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","151.1.1.1.1.22.1","85000","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","151.1.1.1.1.22.2","77000","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","151.1.1.1.7.1.1","94335","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","151.1.1.1.7.1.2","81385","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","151.1.1.1.7.22.1","85000","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","151.1.1.1.7.22.2","77000","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","151.1.1.1.13.1.1","94335","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","151.1.1.1.13.1.2","81385","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","151.1.1.1.13.22.1","85000","","","","0"
"2021","Kelowna (CMA), B.C.","2021S0503915","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","151.1.1.1.13.22.2","77000","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","152.1.1.1.1.1.1","6505","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","152.1.1.1.1.1.2","6150","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","152.1.1.1.1.22.1","80000","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","152.1.1.1.1.22.2","73000","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","152.1.1.1.7.1.1","6505","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","152.1.1.1.7.1.2","6150","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","152.1.1.1.7.22.1","80000","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","152.1.1.1.7.22.2","73000","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","152.1.1.1.13.1.1","6505","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","152.1.1.1.13.1.2","6150","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","152.1.1.1.13.22.1","80000","","","","0"
"2021","Ladysmith (CA), B.C.","2021S0504936","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","152.1.1.1.13.22.2","73000","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","153.1.1.1.1.1.1","49350","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","153.1.1.1.1.1.2","44965","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","153.1.1.1.1.22.1","77500","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","153.1.1.1.1.22.2","68000","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","153.1.1.1.7.1.1","49350","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","153.1.1.1.7.1.2","44965","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","153.1.1.1.7.22.1","77500","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","153.1.1.1.7.22.2","68000","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","153.1.1.1.13.1.1","49350","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","153.1.1.1.13.1.2","44965","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","153.1.1.1.13.22.1","77500","","","","0"
"2021","Nanaimo (CMA), B.C.","2021S0503938","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","153.1.1.1.13.22.2","68000","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","154.1.1.1.1.1.1","8505","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","154.1.1.1.1.1.2","8265","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","154.1.1.1.1.22.1","74500","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","154.1.1.1.1.22.2","64000","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","154.1.1.1.7.1.1","8505","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","154.1.1.1.7.1.2","8265","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","154.1.1.1.7.22.1","74500","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","154.1.1.1.7.22.2","64000","","","","0"
"2021","Nelson (CA), B.C.","2021S0504907","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","154.1.1.1.13.1.1","8505","","","","0"
